"dec" "attr" "sinc" "intel" "fun" "amb" "shar"
"1787" 1 8 5 7 8 5 6
"1788" 0 5 8 7 0 5 0
"1789" 0 7 7 6 5 5 5
"1790" 1 10 9 8 9 9 7
"1791" 1 7 9 9 8 8 8
"1792" 1 7 9 9 8 8 7
"1793" 1 9 7 6 10 8 7
"1794" 1 7 7 7 7 8 6
"1795" 1 8 8 9 9 7 7
"1796" 1 9 8 9 7 8 8
"1797" 1 8 8 10 10 8 7
"1798" 0 6 9 7 7 8 7
"1799" 1 8 9 9 8 8 8
"1800" 1 9 8 9 10 8 8
"1801" 0 7 8 8 7 7 7
"1803" 1 8 8 8 7 6 10
"1805" 1 8 9 10 9 5 9
"1807" 1 9 8 8 10 9 8
"1808" 1 7 8 10 6 5 6
"1810" 0 3 3 5 6 1 1
"1811" 0 6 5 5 4 3 2
"1812" 0 6 6 6 3 8 2
"1813" 1 9 6 8 6 6 6
"1814" 0 1 5 5 4 3 1
"1815" 0 5 5 5 5 5 5
"1816" 0 5 5 5 5 5 5
"1817" 0 5 5 5 5 5 5
"1819" 0 5 5 5 5 5 5
"1821" 0 6 6 6 6 6 6
"1822" 0 6 6 7 6 6 2
"1823" 0 7 5 10 6 7 2
"1824" 0 6 6 7 6 5 2
"1825" 0 7 9 7 9 6 9
"1826" 0 8 8 8 8 8 8
"1827" 0 5 7 9 5 9 5
"1828" 1 8 9 9 9 9 8
"1829" 0 5 8 8 8 7 7
"1830" 0 7 7 7 8 6 8
"1831" 0 7 6 8 7 8 6
"1832" 0 6 5 5 6 6 7
"1833" 0 8 7 7 8 8 7
"1834" 0 5 6 5 7 5 6
"1835" 1 8 9 7 9 10 8
"1836" 1 7 8 9 8 7 8
"1837" 0 7 7 8 5 8 5
"1838" 1 8 9 9 9 10 7
"1839" 0 6 5 6 5 6 4
"1845" 0 8 8 8 8 8 8
"1846" 1 10 10 10 10 10 10
"1847" 0 3 8 8 5 8 1
"1848" 0 8 8 8 8 8 8
"1849" 0 6 8 8 8 8 8
"1850" 1 8 8 9 8 9 7
"1851" 0 6 10 10 6 7 5
"1852" 1 9 9 9 8 8 7
"1853" 1 7 8 8 7 7 6
"1854" 1 6 8 9 7 9 6
"1855" 1 8 7 4 6 6 4
"1856" 0 3 8 8 9 8 1
"1857" 0 3 8 8 2 7 1
"1858" 0 4 6 6 1 7 1
"1859" 1 7 8 10 9 9 8
"1865" 1 7 7 7 7 7 7
"1866" 0 5 9 8 6 8 6
"1868" 1 6.5 8 8 7 7 7
"1869" 0 5 5 6 8 6 8
"1870" 1 8 7 7 7 7 8
"1871" 1 6 10 9 9 6 5
"1872" 1 7 8 8 7 6 5
"1873" 1 8 9 8 8 6 5
"1874" 0 3 7 8 4 8 4
"1875" 0 4 5 6 4 6 4
"1876" 1 5 10 9 8 7 5
"1877" 1 8 8 8 8 10 6
"1878" 1 10 10 9 8 8 7
"1879" 1 8 10 9 8 8 5
"1880" 1 6 8 8 8 8 7
"1881" 1 8 9 10 8 5 6
"1882" 0 6 8 7 6 5 7
"1883" 0 8 6 6 8 9 5
"1884" 1 8 8 8 8 8 8
"1885" 1 6 9 9 10 9 10
"1886" 1 10 10 10 10 10 10
"1887" 0 4 7 7 9 8 7
"1888" 1 4 10 9 5 6 2
"1889" 1 8 7 8 8 8 8
"1890" 1 6 4 8 9 9 9
"1893" 0 5 5 7 8 7 4
"1894" 1 5 6 8 9 8 6
"1896" 1 9 8 9 8 9 8
"1902" 1 8 9 9 8 8 8
"1903" 0 5 5 9 6 7 8
"1904" 1 8 9 9 7 8 8
"1907" 0 4 6 7 4 7 4
"1908" 0 4 7 8 5 7 4
"1909" 0 7 8 8 8 8 7
"1910" 1 8 8 8 10 7 9
"1911" 1 7 7 8 8 7 7
"1912" 0 6 7 7 8 7 7
"1913" 0 8 8 7 7 6 7
"1914" 0 7 6 6 5 6 5
"1915" 0 7 8 8 7 7 6
"1916" 0 6 7 8 7 7 7
"1917" 0 5 5 6 6 5 5
"1918" 1 7 7 8 8 6 7
"1919" 0 5 7 8 6 7 5
"1920" 0 5 7 8 7 7 6
"1921" 0 5 8 7 7 8 7
"1922" 0 6 7 8 6 7 6
"1923" 0 7 10 10 7 9 8
"1924" 0 7 10 10 10 10 8
"1925" 0 8 10 7 10 7 5
"1926" 1 10 9 9 9 8 7
"1927" 0 9 9 9 8 9 8
"1928" 1 9 9 8 7 9 7
"1929" 1 9 10 10 9 8 9
"1930" 0 8 8 7 7 5 4
"1931" 0 7 7 7 7 7 4
"1932" 0 10 9 9 8 7 4
"1933" 0 6 9 8 8 7 10
"1934" 0 9 7 9 7 7 5
"1935" 0 8 10 9 7 7 10
"1936" 0 9 9 9 7 8 5
"1937" 1 9 9 9 7 8 7
"1938" 1 8 10 10 10 10 10
"1945" 1 10 9 10 10 8 8
"1955" 0 5 5 8 5 5 5
"1956" 0 5 6 8 5 5 4
"1957" 1 8 6 7 8 9 7
"1958" 1 7 6 7 6 6 5
"1959" 0 5 6 6 6 5 4
"1960" 1 7 8 8 7 7 8
"1961" 0 6 8 8 6 6 5
"1962" 1 7 7 7 5 6 5
"1963" 1 8 8 8 6 8 7
"1964" 0 6 6 6 6 6 5
"1965" 0 4 8 8 4 4 3
"1966" 1 8 7 8 7 7 5
"1967" 0 4 7 8 4 6 4
"1968" 0 4 7 9 4 6 3
"1969" 1 8 10 10 10 8 8
"1970" 0 6 8 8 8 4 5
"1971" 0 4 8 8 2 6 1
"1972" 0 3 8 8 2 7 1
"1973" 0 7 5 7 8 8 6
"1974" 0 5 8 8 5 5 1
"1975" 0 6 8 8 4 9 7
"1976" 1 7 9 9 8 8 7
"1977" 0 4 6 7 6 7 2
"1978" 0 6 7 6 1 5 2
"1979" 0 7 8 7 5 5 2
"1980" 0 3 8 8 5 8 2
"1981" 0 2 8 8 4 2 2
"1982" 1 8 8 8 5 5 2
"1983" 0 3 8 8 4 8 1
"1984" 0 4 8 8 7 8 5
"1985" 0 7 8 8 10 10 7
"1986" 0 7 9 9 5 8 2
"1988" 0 4 7 8 4 6 7
"1989" 1 9 7 8 8 8 6
"1990" 0 8 6 8 8 6 8
"1992" 0 5 6 6 4 4 4
"1993" 0 3 7 8 3 3 3
"1995" 1 8 5 6 3 7 8
"1996" 0 4 6 7 7 5 8
"1998" 1 8 7 8 7 7 8
"2001" 1 7 7 7 6 6 6
"2005" 0 9 7 7 7 7 2
"2006" 0 8 5 8 8 8 7
"2007" 0 6 6 7 6 6 5
"2009" 0 8 7 6 7 6 7
"2012" 1 7 7 8 8 8 8
"2014" 1 9 9 9 9 9 7
"2015" 0 5 6 9 6 9 3
"2019" 0 4 5 5 1 3 1
"2020" 0 3 7 7 4 6 5
"2021" 0 8 6 8 7 7 6
"2022" 0 9 7 8 8 7 7
"2023" 1 9 8 7 7 6 9
"2024" 0 7 5 7 8 7 7
"2025" 0 6 8 8 5 7 8
"2026" 0 8 5 5 4 6 5
"2027" 0 6 4 6 6 5 6
"2028" 0 6 3 6 5 4 7
"2029" 0 6 3 7 4 5 4
"2031" 0 3 8 8 3 7 2
"2033" 0 7 8 7 6 7 8
"2034" 1 8 7 8 9 6 10
"2035" 0 6 7 7 6 8 6
"2037" 0 6 8 7 7 7 4
"2038" 1 8 8 8 8 9 9
"2040" 0 7 8 7 7 6 8
"2042" 1 8 8 7 8 8 9
"2044" 1 7 9 8 8 8 7
"2045" 0 4 7 7 6 7 5
"2046" 1 8 9 9 8 8 6
"2050" 0 5 8 8 6 7 7
"2055" 1 5 5 7 6 7 6
"2056" 1 8 8 8 8 6 7
"2067" 0 5 8 10 5 8 7
"2068" 0 6 8 9 8 9 5
"2069" 0 9 9 9 9 9 9
"2070" 1 10 8 9 9 8 6
"2071" 0 5 8 8 7 7 2
"2072" 1 9 9 8 9 8 6
"2073" 0 7 9 9 9 7 5
"2074" 0 7 9 7 5 5 4
"2075" 1 9 9 9 9 9 7
"2076" 0 8 8 8 8 8 8
"2077" 0 5 9 7 5 7 5
"2078" 1 9 9 9 9 8 9
"2079" 0 6 10 10 5 9 6
"2080" 1 8 9 9 8 8 8
"2081" 1 9 10 10 10 10 8
"2082" 1 9 9 10 9 9 7
"2083" 0 2 6 7 2 7 2
"2084" 0 1 4 6 3 6 2
"2085" 0 7 7 6 7 6 6
"2086" 1 8 7 7 8 7 5
"2087" 0 2 4 6 4 6 3
"2088" 0 6 7 6 6 5 7
"2089" 0 6 8 7 7 8 8
"2090" 0 7 6 5 6 4 5
"2091" 0 8 7 7 6 6 5
"2092" 0 5 5 6 6 6 3
"2093" 0 3 6 4 6 6 3
"2094" 1 8 8 8 7 8 6
"2095" 0 2 8 8 3 8 6
"2096" 0 4 7 7 4 8 5
"2097" 0 5 8 8 6 7 7
"2098" 0 3 8 8 4 8 6
"2099" 0 4 7 10 3 10 3
"2100" 0 3 10 10 6 10 3
"2101" 1 7 10 10 9 10 10
"2102" 1 8 9 10 7 9 5
"2103" 0 7 6 10 3 8 10
"2104" 1 6 9 10 7 10 8
"2105" 0 7 9 10 6 10 6
"2106" 0 8 5 10 7 8 6
"2107" 0 7 6 10 9 10 6
"2108" 0 6 9 10 6 9 4
"2109" 0 6 9 10 9 10 5
"2110" 1 7 9 10 8 9 10
"2111" 0 4 8 10 3 10 8
"2112" 0 5 8 10 2 9 2
"2113" 1 5 9 10 8 10 7
"2114" 1 6 9 10 9 9 7
"2115" 0 2 3 3 2 3 1
"2116" 0 2 6 6 6 5 4
"2117" 0 7 6 7 10 9 8
"2118" 1 7 7 6 7 6 7
"2119" 0 3 5 7 2 5 2
"2120" 0 5 7 6 5 5 4
"2121" 0 5 6 6 7 7 6
"2122" 0 6 7 7 4 5 4
"2123" 0 6 7 7 7 7 6
"2124" 0 4 5 5 6 3 4
"2125" 0 2 8 8 7 6 7
"2126" 1 8 7 7 8 7 8
"2127" 0 3 6 7 4 5 3
"2128" 0 5 7 7 6 7 5
"2129" 0 7 7 7 8 7 7
"2130" 0 5 6 5 6 5 6
"2131" 1 10 8 8 7 7 5
"2132" 1 6 8 9 6 8 7
"2133" 1 9 9 9 7 7 8
"2134" 1 9 8 9 7 7 8
"2135" 1 8 9 8 7 7 8
"2136" 1 9 7 7 9 8 6
"2137" 1 9 8 8 7 7 7
"2138" 1 9 9 9 8 7 6
"2139" 1 10 8 9 7 7 7
"2140" 1 10 8 8 9 7 6
"2141" 1 9 9 8 7 7 6
"2142" 1 7 9 8 6 7 6
"2143" 1 9 9 7 8 7 6
"2144" 1 10 9 9 8 7 7
"2145" 1 9 8 8 8 7 6
"2146" 1 9 8 8 7 6 5
"2148" 0 5 7 7 5 4 4
"2149" 1 8 8 8 8 7 9
"2150" 1 8 8 8 7 7 9
"2152" 0 6 6 6 6 6 3
"2154" 1 8 9 7 7 7 6
"2155" 1 8 9 9 8 8 5
"2158" 1 7 7 7 6 6 5
"2159" 1 7 8 7 7 8 6
"2164" 0 4 9 7 5 8 3
"2165" 0 6 8 9 9 9 7
"2166" 0 4 8 9 4 10 3
"2168" 1 8 10 9 8 8 7
"2169" 1 7 8 8 8 8 7
"2171" 1 7 10 9 8 8 3
"2173" 0 7 9 10 6 9 3
"2174" 0 7 9 8 6 7 2
"2175" 1 8 8 8 7 8 7
"2177" 1 8 10 8 9 9 10
"2178" 1 10 8 8 9 9 8
"2179" 0 8 7 8 7 6 4
"2180" 0 5 10 8 5 10 6
"2181" 0 6 8 10 9 3 1
"2182" 0 6 8 10 7 5 3
"2183" 0 5 6 7 4 5 5
"2184" 0 7 8 9 10 6 6
"2185" 0 6 6 8 5 7 5
"2186" 0 7 6 7 5 8 7
"2187" 0 8 8 10 8 6 5
"2188" 1 10 8 8 9 8 5
"2189" 0 7 10 9 6 5 2
"2190" 0 7 9 6 6 5 3
"2191" 1 9 9 8 9 7 6
"2192" 1 7 8 8 10 7 6
"2193" 0 7 9 10 8 8 4
"2194" 0 8 8 8 9 7 6
"2195" 0 6 7 7 6 6 5
"2196" 0 3 6 6 2 7 2
"2197" 1 8 7 7 7 7 5
"2198" 0 5 6 7 7 6 5
"2199" 0 4 6 8 3 6 3
"2200" 1 5 7 7 8 7 5
"2201" 1 6 6 7 7 6 7
"2202" 1 8 6 6 7 7 5
"2203" 0 6 9 8 5 6 3
"2204" 1 8 7 7 7 6 9
"2205" 0 6 7 7 5 6 4
"2206" 0 5 7 6 3 7 3
"2207" 0 7 6 7 6 7 3
"2208" 0 6 5 3 4 7 3
"2209" 1 5 7 7 5 9 6
"2210" 0 5 5 6 6 7 3
"2211" 0 7 7 7 5 6 5
"2212" 0 5 8 7 6 6 4
"2213" 0 8 8 8 6 6 5
"2214" 0 6 7 6 8 5 3
"2215" 0 5 8 7 6 7 7
"2216" 0 7 9 7 8 7 8
"2217" 0 8 8 8 7 6 5
"2218" 1 8 8 8 7 7 6
"2219" 1 9 9 9 8 8 5
"2220" 1 8 9 8 7 6 5
"2221" 0 6 8 8 6 7 5
"2222" 1 8 10 8 8 8 6
"2223" 1 8 10 8 8 7 5
"2224" 0 8 6 6 6 6 7
"2225" 1 8 9 9 8 8 8
"2226" 0 7 6 6 6 7 4
"2229" 0 7 7 9 7 6 5
"2231" 1 9 10 10 8 8 8
"2232" 0 9 6 6 8 6 5
"2241" 0 8 8 10 7 9 5
"2243" 0 8 8 9 7 8 6
"2244" 0 6 9 9 6 8 4
"2245" 0 7 8 10 8 7 6
"2246" 0 6 8 9 6 8 5
"2247" 1 8 7 9 7 7 7
"2248" 1 7 8 8 10 8 5
"2249" 1 8 8 9 6 9 5
"2250" 1 9 7 9 7 6 5
"2251" 1 8 10 9 8 8 7
"2252" 0 10 9 8 10 7 3
"2253" 1 8 9 10 5 9 5
"2254" 0 7 8 8 6 7 5
"2255" 0 10 8 8 8 10 3
"2256" 0 9 9 8 6 5 5
"2257" 0 7 8 7 7 8 6
"2258" 1 9 7 8 6 8 5
"2275" 1 7 6 7 6 4 4
"2276" 0 3 7 6 4 5 2
"2277" 0 4 6 5 4 5 6
"2278" 0 2 6 6 4 5 5
"2279" 0 3 6 8 2 5 3
"2280" 0 3 6 5 8 2 4
"2281" 1 6 5 6 5 4 3
"2282" 1 6 6 6 5 4 4
"2283" 1 7 5 6 7 5 4
"2284" 1 8 8 5 4 3 4
"2285" 1 7 8 8 6 5 3
"2286" 0 4 8 6 5 6 4
"2287" 1 5 7 7 6 6 6
"2288" 1 6 6 5 4 4 3
"2289" 1 7 6 6 5 6 4
"2290" 1 6 7 6 6 5 4
"2291" 1 8 8 7 7 7 8
"2292" 0 5 5 5 6 6 6
"2293" 1 8 8 8 8 8 8
"2294" 1 7 7 7 7 7 7
"2295" 0 4 6 7 6 6 3
"2296" 0 4 7 8 7 5 7
"2297" 1 7 8 8 6 6 5
"2298" 0 5 6 6 6 6 6
"2299" 1 8 7 7 7 7 7
"2300" 1 9 8 7 7 8 7
"2301" 1 7 7 7 7 7 6
"2302" 0 7 7 7 6 6 5
"2303" 1 8 8 8 8 8 8
"2304" 1 7 7 7 7 7 7
"2305" 0 7 8 8 7 7 6
"2306" 1 6 8 8 8 8 8
"2307" 1 8 8 9 8 7 8
"2308" 0 7 9 9 8 8 8
"2309" 0 8 7 8 9 7 9
"2310" 0 7 9 9 8 9 8
"2311" 0 7 8 9 7 8 7
"2314" 0 9 8 9 8 8 8
"2315" 0 7 8 9 7 9 8
"2316" 1 9 9 9 9 8 7
"2317" 0 10 9 8 7 8 6
"2318" 0 9 10 8 7 8 6
"2319" 1 10 9 9 9 9 10
"2320" 0 9 8 8 8 8 8
"2321" 0 8 8 10 8 10 8
"2322" 1 10 8 8 9 9 8
"2323" 1 7 7 7 7 5 7
"2324" 0 5 7 7 5 7 3
"2326" 1 6 7 6 6 6 8
"2327" 1 5 7 7 6 6 5
"2328" 1 7 7 7 6 6 7
"2329" 1 6 6 7 5 8 5
"2330" 1 7 7 7 6 6 6
"2331" 1 6 7 7 7 6 7
"2332" 1 8 7 7 8 7 5
"2333" 0 5 7 6 5 6 5
"2334" 1 5 7 7 6 5 7
"2335" 1 6 6 7 5 7 7
"2336" 1 6 7 7 6 6 6
"2337" 1 6 8 8 7 8 8
"2338" 1 6 6 6 5 7 6
"2339" 1 7 8 9 9 8 7
"2340" 0 5 8 9 6 7 9
"2341" 1 8 9 9 9 8 10
"2342" 1 6 8 9 5 8 3
"2343" 1 6 8 9 6 7 7
"2344" 0 5 6 7 9 7 4
"2345" 1 7 7 7 6 8 6
"2346" 1 8 7 8 6 9 10
"2347" 1 7 9 9 7 8 5
"2348" 1 9 9 8 8 7 6
"2349" 1 7 7 8 5 7 4
"2350" 1 6 8 8 6 7 4
"2351" 1 9 7 8 8 10 5
"2352" 1 10 8 8 8 9 6
"2353" 1 6 8 9 9 10 4
"2354" 1 9 8 9 9 10 5
"2355" 1 8 7 6 7 7 6
"2357" 0 4 7 8 5 6 4
"2358" 0 2 7 9 2 4 2
"2359" 0 1 4 5 1 3 1
"2361" 1 7 4 6 9 8 4
"2362" 1 6 4 7 5 6 7
"2363" 0 4 6 8 4 6 3
"2364" 1 8 7 8 6 8 6
"2365" 1 7 8 8 4 6 3
"2367" 1 7 8 8 5 6 6
"2368" 0 5 6 6 4 5 5
"2369" 1 6 8 7 7 8 7
"2370" 1 8 5 7 8 9 6
"2371" 1 8 7 7 7 5 5
"2372" 0 4 6 5 4 5 5
"2373" 0 5 7 6 6 6 5
"2374" 0 4 6 6 5 5 5
"2375" 0 5 6 5 5 5 4
"2376" 0 5 7 5 6 6 4
"2377" 0 5 8 5 7 6 5
"2378" 1 8 8 8 8 7 8
"2379" 1 7 7 7 7 7 5
"2380" 1 9 8 7 8 7 7
"2381" 0 5 5 5 5 5 5
"2382" 0 5 5 5 5 5 5
"2383" 1 6 7 6 7 6 6
"2384" 1 6 7 7 8 7 5
"2385" 1 7 7 7 7 7 6
"2386" 1 7 8 8 8 8 7
"2387" 1 5 6 6 6 6 6
"2389" 1 5 5 6 6 6 6
"2390" 1 5 5 5 5 5 7
"2391" 1 5 5 5 5 5 5
"2392" 1 5 5 5 5 5 5
"2393" 1 5 5 6 6 6 6
"2394" 1 5 6 5 7 7 6
"2395" 1 6 5 6 7 7 7
"2396" 1 6 5 6 7 7 7
"2397" 1 7 7 7 7 7 7
"2398" 0 2 7 7 5 7 2
"2399" 0 2 8 8 7 8 6
"2400" 0 4 6 7 7 6 7
"2401" 1 4 7 7 7 7 7
"2402" 1 4 7 7 6 6 7
"2403" 1 7 8 7 7 5 7
"2404" 1 1 7 8 8 8 8
"2405" 0 1 5 7 8 7 8
"2406" 1 4 6 7 6 7 7
"2407" 1 7 7 8 6 7 5
"2408" 0 6 5 6 6 7 4
"2409" 1 7 8 7 6 5 6
"2410" 0 5 5 5 5 5 5
"2411" 0 7 5 6 8 6 4
"2412" 0 6 7 7 5 5 3
"2413" 0 8 7 6 8 6 2
"2414" 1 8 6 7 8 7 6
"2415" 1 8 7 9 6 7 7
"2416" 1 7 8 8 6 7 6
"2417" 1 5 7 7 5 6 5
"2418" 0 2 3 3 3 5 2
"2419" 0 2 6 7 2 4 2
"2421" 0 1 6 6 3 4 2
"2422" 0 4 6 6 3 5 4
"2423" 1 6 7 7 8 8 3
"2424" 1 7 7 7 6 8 7
"2425" 1 7 7 8 8 8 7
"2426" 0 5 7 7 6 7 5
"2437" 0 3 7 6 4 6 7
"2438" 0 4 6 6 5 6 6
"2439" 0 4 8 7 6 6 7
"2440" 0 4 8 7 6 6 7
"2441" 0 4 8 7 6 7 6
"2442" 0 4 8 7 5 7 7
"2443" 1 7 6 7 7 7 7
"2444" 0 4 7 6 4 6 5
"2445" 0 6 6 6 6 5 4
"2446" 0 5 7 7 8 8 7
"2447" 1 7 8 7 8 7 6
"2448" 0 4 4 4 3 3 3
"2449" 0 6 7 7 5 5 6
"2450" 0 5 5 5 5 5 4
"2451" 0 7 8 8 7 8 5
"2452" 0 7 6 7 6 6 5
"2453" 0 8 7 7 8 7 6
"2454" 0 8 7 8 8 8 7
"2455" 1 9 8 8 9 8 9
"2456" 0 7 7 7 8 6 5
"2457" 1 8 9 8 9 10 7
"2458" 1 6 8 9 6 10 6
"2459" 1 8 8 9 7 9 7
"2460" 0 4 4 4 4 4 4
"2461" 0 4 4 4 4 4 4
"2462" 1 5 10 8 8 9 4
"2463" 1 5 5 6 10 5 4
"2464" 1 8 9 8 8 8 4
"2465" 0 6 4 4 9 5 9
"2466" 1 8 8 9 8 9 9
"2467" 1 7 8 8 8 9 8
"2468" 0 7 7 8 9 8 8
"2469" 0 6 8 10 9 10 8
"2470" 0 6 8 9 8 9 9
"2471" 0 1 7 8 9 10 9
"2472" 0 6 8 8 8 9 8
"2473" 0 7 8 9 9 9 8
"2474" 1 9 9 9 9 9 8
"2475" 1 8 9 9 9 9 8
"2476" 0 5 8 9 9 9 6
"2477" 1 8 9 9 7 6 9
"2478" 0 7 6 7 6 6 7
"2479" 0 8 8 8 7 6 5
"2480" 0 6 6 6 6 6 6
"2481" 0 6 7 7 7 7 6
"2482" 0 6 8 8 7 6 9
"2483" 0 7 7 7 9 9 9
"2484" 1 7 7 7 7 7 7
"2485" 1 8 8 8 8 8 8
"2486" 0 7 8 7 6 6 6
"2487" 1 8 10 10 8 6 7
"2488" 0 7 10 10 7 10 8
"2489" 1 10 10 10 7 10 6
"2490" 0 8 10 10 10 10 10
"2491" 1 8 10 10 8 9 7
"2492" 1 10 10 10 10 10 5
"2493" 1 10 9 8 8 9 9
"2494" 0 10 10 10 8 10 9
"2495" 0 8 10 10 8 9 6
"2496" 1 10 10 10 10 10 10
"2497" 0 6 6 7 6 5 8
"2498" 0 3 8 8 4 7 6
"2499" 0 3 8 8 4 7 6
"2500" 0 2 9 9 8 9 5
"2501" 0 3 7 7 6 8 9
"2502" 1 8 8 9 9 9 10
"2503" 1 9 10 8 8 8 5
"2504" 1 9 10 8 8 8 5
"2505" 1 6 8 9 9 9 5
"2506" 0 6 6 6 7 6 10
"2508" 1 7 6 6 6 5 7
"2509" 1 8 7 7 6 7 8
"2510" 0 5 5 7 8 5 2
"2512" 1 7 7 7 8 7 6
"2516" 0 7 7 6 6 5 3
"2527" 0 4 5 5 5 5 5
"2528" 1 6 5 6 5 5 5
"2529" 0 6 5 7 5 5 7
"2530" 0 3 4 5 5 5 5
"2531" 1 5 5 6 5 5 5
"2532" 0 7 6 6 6 5 6
"2533" 1 8 8 5 8 5 8
"2534" 1 6 7 5 6 2 5
"2535" 0 5 7 7 6 7 5
"2536" 0 4 5 5 5 5 5
"2537" 0 5 8 7 5 5 4
"2538" 0 6 6 5 5 4 5
"2539" 0 8 8 5 6 4 5
"2540" 0 5 6 6 5 9 5
"2541" 0 5 8 8 5 5 6
"2542" 0 7 8 8 8 8 7
"2543" 0 6 8 8 6 6 5
"2544" 0 6 7 7 6 7 6
"2545" 0 5 7 6 6 7 5
"2546" 0 6 8 7 7 7 6
"2548" 1 9 8 8 9 8 10
"2552" 1 10 8 10 9 9 5
"2556" 1 8 3 8 8 4 1
"2557" 0 5 8 7 6 6 8
"2558" 0 5 9 8 7 8 8
"2559" 1 7 8 7 7 8 7
"2560" 0 5 7 7 6 6 6
"2561" 0 5 8 7 7 5 5
"2562" 1 8 8 9 8 8 6
"2563" 1 7 8 7 7 8 7
"2564" 1 8 8 8 8 8 5
"2565" 0 5 7 7 7 8 5
"2566" 0 5 7 7 6 6 6
"2567" 0 3 8 8 4 6 3
"2568" 0 4 8 7 6 4 5
"2569" 0 7 8 9 3 9 3
"2570" 0 6 8 6 7 9 4
"2571" 0 4 7 6 6 6 4
"2572" 1 7 7 8 8 6 4
"2573" 1 7 7 8 8 6 4
"2574" 0 7 7 6 5 6 3
"2575" 0 3 8 7 6 7 3
"2576" 0 5 7 6 5 5 6
"2577" 0 3 9 7 5 6 6
"2578" 1 5 8 8 6 8 9
"2579" 0 6 9 9 3 9 6
"2580" 0 6 8 8 6 8 7
"2581" 0 3 9 9 6 10 9
"2582" 1 9 9 9 8 8 8
"2583" 1 7 8 8 6 7 8
"2584" 1 8 10 8 6 9 9
"2585" 0 3 9 7 6 8 6
"2586" 0 6 8 7 7 6 6
"2587" 1 7 8 10 8 10 7
"2588" 1 9 9 9 9 9 7
"2589" 0 4 8 8 6 8 5
"2590" 1 8 8 10 7 10 9
"2591" 1 8 9 10 7 10 7
"2592" 1 8 9 8 7 8 6
"2593" 0 6 10 10 9 10 7
"2594" 1 8 10 10 8 10 7
"2595" 0 3 10 9 6 8 5
"2596" 0 6 10 10 7 10 6
"2597" 1 7 9 10 8 9 9
"2598" 0 7 10 10 8 9 6
"2599" 1 10 8 8 8 8 7
"2600" 1 10 8 7 7 9 6
"2601" 0 7 10 10 6 10 5
"2602" 1 8 9 8 6 7 7
"2603" 0 6 10 9 8 8 6
"2604" 1 8 10 9 8 8 7
"2605" 0 5 10 9 6 7 6
"2606" 0 6 7 9 7 8 6
"2607" 0 8 7 10 8 9 9
"2608" 1 7 8 9 9 8 9
"2609" 0 5 8 7 6 8 6
"2610" 1 9 6 10 7 9 6
"2611" 0 6 10 10 5 9 6
"2612" 0 9 10 9 9 8 9
"2613" 0 5 10 9 8 9 6
"2614" 0 7 8 7 7 8 6
"2615" 0 4 5 10 5 6 4
"2616" 0 6 8 10 5 7 6
"2617" 0 8 8 10 6 7 7
"2618" 1 6 7 8 9 8 7
"2619" 1 10 9 9 8 9 6
"2620" 0 9 7 7 6 6 6
"2621" 0 8 9 10 5 5 5
"2622" 1 8 8 9 9 8 6
"2623" 0 6 7 6 6 6 5
"2624" 0 6 10 9 8 10 9
"2625" 0 5 6 7 4 6 4
"2626" 1 6 9 10 9 8 7
"2627" 1 5 8 7 9 8 5
"2628" 1 5 6 7 6 7 5
"2630" 1 6 8 7 6 7 9
"2632" 1 6 7 7 7 7 8
"2635" 0 2 6 4 2 1 2
"2638" 0 3 4 4 4 5 2
"2639" 0 5 4 5 5 5 3
"2640" 0 5 5 4 2 3 3
"2647" 0 7 7 7 7 7 4
"2648" 0 8 8 8 8 8 1
"2649" 0 7 6 7 7 7 4
"2650" 1 8 9 9 7 9 4
"2651" 0 7 8 7 6 8 3
"2652" 0 7 7 8 6 7 4
"2653" 0 7 7 7 7 7 5
"2654" 0 7 7 7 7 7 4
"2655" 0 7 7 7 7 7 4
"2656" 0 7 7 7 7 7 5
"2657" 0 8 8 8 7 7 4
"2658" 0 7 7 7 7 7 4
"2659" 0 7 8 8 8 8 2
"2660" 0 7 7 7 7 7 3
"2661" 0 7 7 7 7 7 4
"2662" 0 7 7 7 7 7 4
"2663" 0 7 7 7 6 7 3
"2664" 1 10 10 10 10 10 10
"2665" 1 10 10 10 10 10 10
"2666" 0 7 7 7 7 7 7
"2667" 0 4 5 5 5 5 5
"2668" 0 4 5 5 6 6 5
"2669" 0 3 4 5 6 6 7
"2670" 0 6 5 7 5 5 6
"2671" 0 5 4 5 5 4 5
"2672" 0 5 4 5 4 4 4
"2673" 0 3 2 8 4 5 4
"2674" 0 3 5 6 4 5 5
"2675" 0 2 3 4 2 3 2
"2676" 0 4 4 4 4 4 5
"2677" 0 4 5 5 4 3 3
"2678" 0 4 6 7 7 6 6
"2679" 0 8 7 7 6 6 6
"2680" 0 5 5 5 5 5 5
"2681" 0 8 8 8 8 8 5
"2682" 0 6 6 8 6 6 5
"2683" 0 5 5 5 5 5 6
"2684" 0 5 5 5 4 4 5
"2685" 0 4 4 4 4 4 2
"2686" 0 4 6 6 7 6 5
"2687" 0 2 10 10 5 6 5
"2688" 1 6 6 8 6 8 5
"2689" 0 1 6 6 6 7 2
"2690" 1 9 9 9 8 9 8
"2691" 1 4 9 9 4 9 4
"2692" 1 9 10 10 10 9 10
"2693" 0 2 10 8 10 8 7
"2694" 1 5 10 9 6 9 2
"2695" 0 2 9 9 9 2 2
